x,y,z
0.0,0.0,0.0
0.26243194054073904,0.1515151515151515,0.45004132231404964
0.5248638810814781,0.303030303030303,0.8910743801652893
0.787295821622217,0.4545454545454545,1.3230991735537192
1.0497277621629562,0.606060606060606,1.746115702479339
1.312159702703695,0.7575757575757575,2.160123966942149
1.574591643244434,0.909090909090909,2.565123966942149
1.8370235837851732,1.0606060606060606,2.961115702479339
2.0994555243259123,1.212121212121212,3.3480991735537193
2.361887464866651,1.3636363636363633,3.726074380165289
2.62431940540739,1.515151515151515,4.09504132231405
2.8867513459481295,1.6666666666666665,4.455000000000001
3.149183286488868,1.818181818181818,4.805950413223141
3.411615227029607,1.9696969696969693,5.147892561983471
3.6740471675703463,2.121212121212121,5.480826446280992
3.9364791081110857,2.2727272727272725,5.804752066115702
4.198911048651825,2.424242424242424,6.119669421487604
4.461342989192563,2.5757575757575752,6.425578512396694
4.723774929733302,2.7272727272727266,6.722479338842975
4.986206870274041,2.8787878787878785,7.0103719008264465
5.24863881081478,3.03030303030303,7.289256198347108
5.511070751355519,3.181818181818181,7.559132231404958
5.773502691896259,3.333333333333333,7.820000000000001
6.035934632436998,3.4848484848484844,8.071859504132231
6.298366572977736,3.636363636363636,8.314710743801655
6.560798513518475,3.787878787878787,8.548553719008265
6.823230454059214,3.9393939393939386,8.773388429752066
7.085662394599954,4.090909090909091,8.989214876033058
7.348094335140693,4.242424242424242,9.19603305785124
7.610526275681432,4.393939393939393,9.393842975206612
7.872958216222171,4.545454545454545,9.582644628099173
8.13539015676291,4.696969696969696,9.762438016528925
8.39782209730365,4.848484848484848,9.933223140495869
8.660254037844387,4.999999999999999,10.094999999999999
8.922685978385125,5.1515151515151505,10.247768595041322
9.185117918925865,5.303030303030302,10.391528925619834
9.447549859466603,5.454545454545453,10.526280991735536
9.709981800007345,5.6060606060606055,10.65202479338843
9.972413740548083,5.757575757575757,10.768760330578512
10.234845681088823,5.909090909090908,10.876487603305783
10.49727762162956,6.06060606060606,10.975206611570249
10.759709562170299,6.212121212121211,11.0649173553719
11.022141502711039,6.363636363636362,11.145619834710743
11.284573443251777,6.515151515151514,11.217314049586776
11.547005383792518,6.666666666666666,11.280000000000001
11.809437324333256,6.8181818181818175,11.333677685950414
12.071869264873996,6.969696969696969,11.378347107438016
12.334301205414734,7.12121212121212,11.414008264462808
12.596733145955472,7.272727272727272,11.440661157024795
12.859165086496212,7.424242424242423,11.458305785123967
13.12159702703695,7.575757575757574,11.46694214876033
13.38402896757769,7.727272727272726,11.466570247933882
13.646460908118428,7.878787878787877,11.457190082644628
13.90889284865917,8.03030303030303,11.438801652892561
14.171324789199907,8.181818181818182,11.411404958677684
14.433756729740645,8.333333333333332,11.374999999999998
14.696188670281385,8.484848484848484,11.329586776859504
14.958620610822123,8.636363636363635,11.275165289256199
15.221052551362863,8.787878787878785,11.211735537190082
15.483484491903601,8.939393939393938,11.139297520661156
15.745916432444343,9.09090909090909,11.057851239669418
16.00834837298508,9.242424242424242,10.967396694214877
16.27078031352582,9.393939393939393,10.867933884297521
16.53321225406656,9.545454545454545,10.759462809917352
16.7956441946073,9.696969696969695,10.64198347107438
17.058076135148035,9.848484848484848,10.515495867768596
17.320508075688775,9.999999999999998,10.379999999999999
17.582940016229514,10.151515151515149,10.235495867768591
17.84537195677025,10.303030303030301,10.081983471074377
18.10780389731099,10.454545454545451,9.919462809917356
18.37023583785173,10.606060606060604,9.74793388429752
18.63266777839247,10.757575757575754,9.567396694214882
18.895099718933206,10.909090909090907,9.377851239669422
19.15753165947395,11.06060606060606,9.179297520661155
19.41996360001469,11.212121212121211,8.971735537190078
19.682395540555426,11.363636363636363,8.755165289256194
19.944827481096166,11.515151515151514,8.5295867768595
20.207259421636905,11.666666666666666,8.294999999999995
20.469691362177645,11.818181818181817,8.05140495867768
20.73212330271838,11.969696969696969,7.798801652892564
20.99455524325912,12.12121212121212,7.537190082644628
21.25698718379986,12.272727272727272,7.266570247933885
21.519419124340597,12.424242424242422,6.986942148760328
21.781851064881337,12.575757575757573,6.698305785123964
22.044283005422077,12.727272727272725,6.400661157024793
22.306714945962817,12.878787878787875,6.094008264462808
22.569146886503553,13.030303030303028,5.778347107438016
22.831578827044293,13.181818181818178,5.453677685950417
23.094010767585036,13.333333333333332,5.119999999999997
23.356442708125773,13.484848484848484,4.777314049586771
23.618874648666512,13.636363636363635,4.425619834710744
23.881306589207252,13.787878787878787,4.064917355371897
24.143738529747992,13.939393939393938,3.695206611570242
24.40617047028873,14.09090909090909,3.316487603305781
24.668602410829468,14.24242424242424,2.9287603305785055
24.931034351370208,14.393939393939393,2.5320247933884232
25.193466291910944,14.545454545454543,2.126280991735541
25.455898232451684,14.696969696969695,1.711528925619838
25.718330172992424,14.848484848484846,1.287768595041321
25.98076211353316,14.999999999999996,0.8549999999999969
